0	1.09471026752640
1	1.64312878288194
2	2.09961385206692
3	1.58388455178057
4	2.01012179073664
5	1.41742625778776
6	1.85882541667725
7	1.40406960291882
8	1.49888570017594
9	1.17074627776759
10	1.05342594898309
11	0.964599329717163
12	0.919445954361753
13	-0.252147628462499
14	0.644360919623712
15	0.488980679331687
16	1.58454102586359
17	1.54194000830762
18	1.94151478932935
19	2.31095293750159
20	2.43063281976606
21	2.73020787996667
22	3.20959417239913
23	2.93930080792040
24	2.46086595187071
25	2.03414702003698
26	0.738891702141434
27	1.36487851740916
28	1.56235535322134
29	1.56706199006119
30	1.65451473138666
31	1.43628719064541
32	2.14862982406389
33	2.36985653317807
34	-1.30000000000000
35	4.00024884685319
36	4.17054741515673
37	4.04393879633784
38	4.41047685565377
39	3.83609976980750
40	4.47832978406031
41	4.02011261723547
42	3.34362382198196
43	3.44839861158605
44	8
45	3.18563264075599
46	2.79420585000765
47	3.32991484916197
48	3.34091428110399
49	3.54458092087048
50	4.25991708452520
51	4.81887609466477
52	5.69403472258371
53	5.39894785545640
54	6.21330137696188
55	5.75466959485144
56	6.39628775862641
57	5.90098160490357
58	5.59872406214512
59	4.99125279351298
60	4.81253893472091
61	5.01936280055807
62	5.54650565862262
63	5.26712908728226
64	5.17762736857617
65	6.24900306171256
66	6.39073370043308
67	7.25844741549628
68	7.27141583599771
69	7.97783220810584
70	7.75892535475293
71	8.16953378617338
72	8.77264537805709
73	8.66011756820176
74	8.74325868297623
75	8.30215390440897
76	7.99076751245060
77	8.03980823838224
78	8.01864933900137
79	8.21838470124017
80	8.60276322278152
81	8.67520827290600
82	8.82827573381153
83	8.95904968171540
84	9.75281894904201
85	10.2254809521044
86	10.7631718702545
87	11.8040591548668
88	11.1648523854601
89	11.7793139791747
90	10.9682710653482
91	11.2441232651770
92	11.1495128868438
93	10.8303648810039
94	11.3001829870295
95	10.8573972818158
96	11.5714743388293
97	11.2109546581716
98	11.4638199113792
99	12.6253343836108
100	13.6630470802715
